Date,Rain,T_max,T_min,Shimla,Shimla_Tourism,Shimla_Weather,Shimla_Travel,Recreation,Geographic Reference,Travel,Hotels & Accommodations,Air Travel,Bus & Rail,Car & Taxi,Tourist Destinations,Travel Agencies,Tourist Arrivals
2010-01-01,-0.39700468426990526,-1.6506886126840539,-1.6506886126840539,0.8388023890610797,2.710889878350301,-0.18041529867350242,3.1732914677927577,0,0.027633814429662312,0.572920199300728,0.06529319317594967,-0.8427401802450541,-0.11764726071020666,0,1.3353992495441507,0,183556.0
2010-02-01,-0.39700468426990526,-1.5386936572642023,-1.5386936572642023,0.17532151343192162,2.960977886051452,-0.8578609278282732,1.6980261628983764,0,0.31502548449814877,0.572920199300728,1.9172455814392462,1.692445155368167,0.7870767441880038,22,0.579390964721575,2,174609.0
2010-03-01,-0.27209966643422634,-0.20702761199802316,-0.20702761199802316,1.8708837511508811,3.5236759033790426,-0.7962749615414758,3.665046569424218,0,1.579548832799489,1.9575143292916424,2.578657148676138,2.41678382268623,1.304061889844124,0,2.427411216510093,0,198760.0
2010-04-01,-0.39700468426990526,-0.035199735189484035,-0.035199735189484035,2.534364626780039,4.273939926482497,-0.4267591638206918,3.3372098350032444,0,1.6945055008268837,2.9959599267848285,3.9014802831499207,4.408715157810904,1.239438746637109,0,3.435422262940194,2,395110.0
2010-05-01,0.27277395063743703,0.6597826594021969,0.6597826594021969,3.4190057942855834,5.336813959212391,-0.5499310963942865,4.648556772687139,0,2.7291155130734346,3.342108459282557,3.9014802831499207,4.589799824640419,3.372002472468605,0,3.0154176602609852,5,390553.0
2010-06-01,-0.39700468426990526,1.0065067679622852,1.0065067679622852,2.2394842376115247,4.023851918781346,-0.4267591638206918,3.9928833038451916,0,1.8669405028679755,2.3728925682889166,2.8432217755708944,3.6843764904928404,1.8210470355002442,0,3.183419501332669,0,432559.0
2010-07-01,-0.2755656171909232,0.9374687817445687,0.9374687817445687,0.986242583645337,1.835581851396271,-0.7962749615414758,1.3701894284774028,7,0.14259048245705688,0.6421499058002738,0.7267047604128413,-0.118401512926991,0.7870767441880038,0,1.0833964879366256,0,197096.0
2010-08-01,0.7652659345748708,0.9436054916305878,0.9436054916305878,0.24904161072405032,1.0853178282928169,-0.6731030289678811,0.8784343268459422,9,-0.08732285359773226,0.0190825473043622,0.06529319317594967,1.3302758217091353,-0.05302411750319163,0,0.4113891236498916,2,222870.0
2010-09-01,0.3732865225816457,1.0816814640660208,1.0816814640660208,0.322761708016179,1.0227958263675292,-0.9194468941150705,1.0423526940564292,0,-0.08732285359773226,0.43446078630163654,1.1235517007549762,0.787021821220588,0.33471474173889854,10,0.8313937263291002,4,207944.0
2010-10-01,-0.39700468426990526,0.3790281821168161,0.3790281821168161,0.10160141613979295,1.0227958263675292,-1.0426188266886651,2.681536366161297,0,-0.08732285359773226,0.3652310798020908,1.2558340142023545,1.3302758217091353,0.5285841713599436,8,0.49539004418573335,0,154716.0
2010-11-01,-0.39700468426990526,-0.5000555090554428,-0.5000555090554428,0.24904161072405032,1.2728838340686806,-0.6731030289678811,0.8784343268459422,22,-0.25975785563882414,0.43446078630163654,0.46214013351808464,-0.48057084658602256,0.4639610281529286,0,1.1673974084724672,0,103267.0
2010-12-01,-0.39700468426990526,-1.3545923606836245,-1.3545923606836245,1.3548430701059804,1.1478398302181048,0.5586162967680657,3.0093731005822706,0,0.5449388205529379,1.5421360902943682,1.7849632679918677,1.3302758217091353,1.239438746637109,13,2.3434102959742513,1,157230.0
2011-01-01,-0.39700468426990526,-1.540227834735707,-1.540227834735707,-0.3407191676129791,0.7727078186663779,-0.057243366099907746,0.222760858003995,0,-0.4896711916936133,-0.11937686569472925,0.7267047604128413,1.692445155368167,0.07622216891083843,4,-0.09261639956515881,1,198866.0
2011-02-01,-0.39700468426990526,-1.4266987018443509,-1.4266987018443509,-0.0458387784444644,0.9602738244422414,-0.30358723124709713,0.8784343268459422,0,-0.3172361896525214,-0.05014715919518352,0.46214013351808464,0.2437678207320406,-0.4407629767452818,0,0.1593863620423664,0,174609.0
2011-03-01,-0.39700468426990526,-1.0232100268385846,-1.0232100268385846,0.027881318847664278,0.8352298205916657,-0.6731030289678811,1.5341077956878895,0,-0.08732285359773226,0.22677166680299937,0.594422446965463,1.692445155368167,0.14084531211785345,0,0.4113891236498916,0,195523.0
2011-04-01,-0.39700468426990526,-0.3282276322469034,-0.3282276322469034,0.6176420971846937,1.6480158456204075,-0.5499310963942865,1.6980261628983764,0,0.6598954885803324,1.057528144797548,2.578657148676138,0.9681064880501038,0.9163230306020338,0,1.1673974084724672,1,371339.0
2011-05-01,-0.36718442870285317,0.7809826796510777,0.7809826796510777,1.5022832646902378,1.9606258552468467,-0.48834513010748914,2.02586289731935,0,1.0622438266762135,1.6805955032934596,2.314092521781381,0.787021821220588,1.368685033051139,0,2.091407534366726,0,412521.5
2011-06-01,1.3676547156185126,0.3345370354431766,0.3345370354431766,1.6497234592744952,1.7105378475456954,-0.4267591638206918,1.5341077956878895,0,0.8898088246351216,1.6805955032934596,1.6526809545444894,0.2437678207320406,1.5625544626721841,0,2.0074066138308844,0,448252.0
2011-07-01,1.710440515220696,0.9052510548429675,0.9052510548429675,-0.2669990703208504,0.71018581674109,-0.9810328604018679,0.222760858003995,0,-0.3172361896525214,-0.18860657219427496,-0.06698912027142864,0.2437678207320406,-0.3761398335382668,0,0.24338728257820813,0,205371.5
2011-08-01,5.430353908967211,1.281124535361647,1.281124535361647,-0.3407191676129791,0.8352298205916657,-0.9810328604018679,0.222760858003995,0,-0.5471495257073106,-0.11937686569472925,-0.06698912027142864,-0.6616555134155384,-0.3761398335382668,5,0.32738820311404987,0,250601.5
2011-09-01,-0.39700468426990526,1.2320308562734927,1.2320308562734927,-0.7830397513657511,0.7727078186663779,-1.0426188266886651,-0.5968309780484391,0,-0.7195845277484024,-0.5347551046920036,0.3298578200707063,-0.6616555134155384,-0.31151669033125173,0,-0.344619161172684,0,211420.5
2011-10-01,-0.39700468426990526,0.47414718535011474,0.47414718535011474,-0.9304799459500085,0.3975758071146509,-1.1042047929754626,-0.10507587641697864,0,-0.7195845277484024,-0.46552539819245786,0.06529319317594967,-0.29948617975650677,-0.4407629767452818,0,-0.4286200817085257,1,193181.5
2011-11-01,-0.39700468426990526,-0.4478934750242791,-0.4478934750242791,-0.8567598486578798,0.3975758071146509,-1.0426188266886651,0.05884249079350817,0,-0.6621061937347051,-0.2578362786938207,0.46214013351808464,-0.29948617975650677,-0.31151669033125173,2,-0.2606182406368423,1,136753.0
2011-12-01,-0.39700468426990526,-0.978718880164945,-0.978718880164945,-0.19327897302872174,0.3975758071146509,-0.5499310963942865,0.38667922521448184,3,-0.4896711916936133,0.15754196030345366,0.7267047604128413,-1.0238248470745699,0.07622216891083843,2,0.24338728257820813,0,213177.0
2012-01-01,-0.39700468426990526,-1.2978277942379466,-1.2978277942379466,0.10160141613979295,0.5226198109652266,0.5586162967680657,0.5505975924249686,0,-0.6046278597210079,0.0190825473043622,-0.33155374716618524,-0.29948617975650677,-0.3761398335382668,0,0.24338728257820813,0,209806.0
2012-02-01,-0.39700468426990526,-1.672167097285121,-1.672167097285121,-0.5618794594893651,0.6476638148158023,-0.24200126496029978,0.05884249079350817,0,-0.834541195775797,-0.32706598519336644,0.06529319317594967,-0.29948617975650677,0.0115990257038234,0,-0.5966219227802092,0,182741.5
2012-03-01,-0.39700468426990526,-1.2211189206627058,-1.2211189206627058,-0.5618794594893651,0.71018581674109,-0.7346889952546785,1.0423526940564292,0,-0.6046278597210079,-0.18860657219427496,0.19757550662332798,-0.118401512926991,-0.05302411750319163,1,-0.2606182406368423,0,205580.0
2012-04-01,-0.39700468426990526,0.23021296738084895,0.23021296738084895,-0.0458387784444644,1.0227958263675292,-0.7346889952546785,0.5505975924249686,0,-0.3747145236662187,0.43446078630163654,0.594422446965463,0.0626831539025248,0.2054684553248685,3,0.24338728257820813,1,373797.5
2012-05-01,-0.39700468426990526,-0.15793393290986904,-0.15793393290986904,1.0599626809374658,1.0853178282928169,-0.48834513010748914,1.3701894284774028,0,0.8898088246351216,0.8498390252989109,1.2558340142023545,-0.118401512926991,1.1101924602230788,0,1.4194001700799925,0,427323.75
2012-06-01,-0.39700468426990526,1.6017676269061532,1.6017676269061532,1.1336827782295944,1.0853178282928169,-0.36517319753389443,0.05884249079350817,0,0.774852156607727,0.8498390252989109,0.9912693873075978,-0.48057084658602256,0.7870767441880038,2,1.4194001700799925,1,292835.5
2012-07-01,-0.39700468426990526,1.5434688829889704,1.5434688829889704,0.322761708016179,0.0849657974882117,-0.6731030289678811,0.7145159596354554,0,-0.5471495257073106,0.15754196030345366,0.19757550662332798,-0.8427401802450541,-0.05302411750319163,0,0.32738820311404987,1,193886.75
2012-08-01,0.5880283300779341,1.1860055321283482,1.1860055321283482,-0.4144392649051078,0.14748779941349954,-0.9194468941150705,0.05884249079350817,0,-0.834541195775797,-0.6039848111915493,-0.33155374716618524,-0.6616555134155384,-0.6992555495733419,3,-0.4286200817085257,1,234857.75
2012-09-01,-0.2901324196636444,1.1522536277552426,1.1522536277552426,-0.8567598486578798,0.2725318032640752,-1.1042047929754626,0.05884249079350817,1,-0.7770628617620997,-0.46552539819245786,-0.06698912027142864,-0.48057084658602256,-0.24689354712423672,0,-0.344619161172684,0,224915.25
2012-10-01,-0.39700468426990526,0.5585269462828791,0.5585269462828791,-0.9304799459500085,0.0849657974882117,-1.1042047929754626,-0.10507587641697864,0,-0.8920195297894943,-0.7424442241906407,-0.19927143371880696,-0.48057084658602256,-0.5053861199522969,3,-0.6806228433160509,1,231665.75
2012-11-01,-0.39700468426990526,-0.4095390382366587,-0.4095390382366587,-1.2253603351185232,0.14748779941349954,-1.0426188266886651,0.05884249079350817,1,-1.2368895338716779,-0.9501333436892779,-0.7284006875083202,-0.118401512926991,-0.7638786927803569,0,-0.8486246843877344,0,163536.0
2012-12-01,-0.39700468426990526,-1.257939179978821,-1.257939179978821,0.322761708016179,0.2725318032640752,0.06592856647368693,0.38667922521448184,0,0.0851121484433596,0.15754196030345366,1.1235517007549762,0.2437678207320406,0.7224536009809888,3,0.4113891236498916,0,261357.5
2013-01-01,-0.39700468426990526,-1.4942025105905625,-1.4942025105905625,-0.19327897302872174,0.21000980133878738,0.3122724316208763,0.222760858003995,0,-0.08732285359773226,-0.05014715919518352,0.06529319317594967,0.0626831539025248,0.0115990257038234,1,-0.09261639956515881,1,220658.0
2013-02-01,-0.39700468426990526,-1.277883487108384,-1.277883487108384,-0.3407191676129791,0.21000980133878738,0.37385839790767367,-0.2689942436274655,0,-0.7195845277484024,-0.11937686569472925,-0.19927143371880696,-0.48057084658602256,-0.4407629767452818,4,-0.17661732010100054,0,191777.25
2013-03-01,-0.39700468426990526,-1.1628201767455228,-1.1628201767455228,0.027881318847664278,0.33505380518936306,-0.18041529867350242,0.5505975924249686,0,-0.20227952162512683,0.2960013733025451,0.3298578200707063,0.42485248756155636,0.2054684553248685,0,0.4113891236498916,0,211799.5
2013-04-01,-0.39700468426990526,-0.20856178946952794,-0.20856178946952794,0.027881318847664278,0.3975758071146509,-0.4267591638206918,0.5505975924249686,1,-0.14480118761142954,0.08831225380390792,0.46214013351808464,0.6059371543910722,0.07622216891083843,0,0.32738820311404987,1,377387.75
2013-05-01,-0.39700468426990526,0.2762382915259935,0.2762382915259935,0.765082291768951,0.5851418128905144,-0.24200126496029978,0.222760858003995,0,1.1197221606899108,0.6421499058002738,0.9912693873075978,0.787021821220588,1.0455693170160638,5,0.8313937263291002,1,439280.375
2013-06-01,-0.39700468426990526,1.0709422217654871,1.0709422217654871,0.986242583645337,0.5226198109652266,0.18910049904728163,0.38667922521448184,0,0.7173738225940297,0.572920199300728,1.1235517007549762,-0.29948617975650677,0.6578304577739738,2,1.3353992495441507,1,262046.25
2013-07-01,-0.39700468426990526,1.2412359211025221,1.2412359211025221,-0.7093196540736225,-0.04007820636236396,-0.7346889952546785,-0.9246677124694128,0,-1.2943678678853752,-0.5347551046920036,-0.5961183740609419,-0.6616555134155384,-0.828501835987372,1,-0.5966219227802092,1,195293.875
2013-08-01,0.02891488702003033,1.190608064542863,1.190608064542863,-0.8567598486578798,-0.16512221021293963,-0.8578609278282732,-0.4329126108379523,0,-1.064454531830586,-0.7424442241906407,-0.7284006875083202,-0.6616555134155384,-0.5700092631593119,0,-0.5966219227802092,0,237759.875
2013-09-01,0.2149972054762735,1.0003700580762662,1.0003700580762662,-0.8567598486578798,-0.1026002082876518,-0.9810328604018679,-0.10507587641697864,0,-1.0069761978168887,-0.8116739306901865,-0.4638360606135636,-1.0238248470745699,-0.5053861199522969,1,-0.6806228433160509,0,241003.125
2013-10-01,0.4980117033497602,0.7978586318376305,0.7978586318376305,-0.8567598486578798,0.21000980133878738,-0.9194468941150705,-0.10507587641697864,0,-0.834541195775797,-0.7424442241906407,-0.7284006875083202,-0.6616555134155384,-0.3761398335382668,2,-0.6806228433160509,0,259918.875
2013-11-01,-0.14024639826082963,-0.2745314207442349,-0.2745314207442349,-0.7830397513657511,0.14748779941349954,-0.7962749615414758,-0.10507587641697864,0,-0.7770628617620997,-0.7424442241906407,-0.33155374716618524,-0.6616555134155384,-0.31151669033125173,2,-0.6806228433160509,0,186638.5
2013-12-01,-0.39700468426990526,-1.0922480130563013,-1.0922480130563013,0.027881318847664278,0.2725318032640752,0.3122724316208763,0.222760858003995,0,-0.25975785563882414,0.15754196030345366,0.3298578200707063,0.0626831539025248,0.6578304577739738,1,0.24338728257820813,0,274406.75
2014-01-01,-0.13436082150417458,-1.491717143086725,-1.491717143086725,-0.48815936219723643,-0.1026002082876518,0.3122724316208763,-0.2689942436274655,0,-0.5471495257073106,-0.6039848111915493,-0.33155374716618524,0.0626831539025248,-0.5700092631593119,2,-0.17661732010100054,0,233801.0
2014-02-01,-0.39700468426990526,-1.0939969753738166,-1.0939969753738166,-0.6355995567814938,-0.16512221021293963,0.004342600186889595,-0.4329126108379523,0,-0.9494978638031916,-0.6039848111915493,-0.33155374716618524,-0.118401512926991,-0.6346324063663269,2,-0.5966219227802092,1,199675.125
2014-03-01,1.7398030037066752,-1.1560544540961866,-1.1560544540961866,-0.4144392649051078,0.14748779941349954,0.004342600186889595,0.05884249079350817,0,-0.3747145236662187,-0.6039848111915493,-0.33155374716618524,-0.118401512926991,-0.4407629767452818,1,-0.17661732010100054,0,223438.25
2014-04-01,-0.39700468426990526,-0.5551631638318957,-0.5551631638318957,-0.11955887573659307,0.21000980133878738,-0.18041529867350242,0.05884249079350817,0,-0.029844519584034973,-0.18860657219427496,0.19757550662332798,0.42485248756155636,0.33471474173889854,1,0.07538544150652467,0,386589.375
2014-05-01,-0.39700468426990526,0.7172682892594824,0.7172682892594824,0.24904161072405032,0.3975758071146509,-0.18041529867350242,0.222760858003995,0,0.5449388205529379,0.3652310798020908,0.8589870738602196,0.0626831539025248,0.5285841713599436,1,0.915394646864942,1,450822.6875
2014-06-01,0.03604297442531254,0.7580467264520807,0.7580467264520807,0.986242583645337,0.33505380518936306,0.06592856647368693,0.38667922521448184,0,1.0047654926625162,0.9190687317984566,0.9912693873075978,-0.29948617975650677,1.1101924602230788,0,0.6633918852574168,1,255038.125
2014-07-01,3.995826318654168,0.9335259456428012,0.9335259456428012,-0.3407191676129791,0.02244379556292387,-0.48834513010748914,0.05884249079350817,0,-0.3172361896525214,-0.32706598519336644,-0.06698912027142864,-0.48057084658602256,-0.11764726071020666,3,-0.17661732010100054,1,204116.9375
2014-08-01,0.3241910031365483,1.2378607306652112,1.2378607306652112,-0.3407191676129791,0.14748779941349954,-0.6731030289678811,-0.10507587641697864,2,-0.25975785563882414,-0.32706598519336644,0.19757550662332798,-0.118401512926991,0.07622216891083843,1,-0.00861547902931707,1,248427.9375
2014-09-01,0.5375758582139413,0.9111116127841158,0.9111116127841158,-0.2669990703208504,0.0849657974882117,-0.7962749615414758,-0.10507587641697864,0,-0.029844519584034973,-0.5347551046920036,0.19757550662332798,0.2437678207320406,0.07622216891083843,1,-0.17661732010100054,0,257227.0625
2014-10-01,-0.28184356573135516,0.5690360619626871,0.5690360619626871,-0.7093196540736225,0.0849657974882117,-0.7962749615414758,0.05884249079350817,0,-0.5471495257073106,-0.5347551046920036,0.06529319317594967,-0.118401512926991,-0.11764726071020666,2,-0.17661732010100054,1,277775.4375
2014-11-01,-0.39700468426990526,-0.543396022625454,-0.543396022625454,-0.5618794594893651,0.14748779941349954,-0.8578609278282732,0.05884249079350817,0,-0.6046278597210079,-0.46552539819245786,-0.06698912027142864,0.42485248756155636,-0.11764726071020666,1,-0.2606182406368423,0,180913.75
2014-12-01,-0.39700468426990526,-0.8795649901815886,-0.8795649901815886,1.1336827782295944,0.0849657974882117,1.0513040270624443,0.222760858003995,1,0.42998215252554334,1.057528144797548,0.8589870738602196,0.6059371543910722,1.174815603430094,3,1.0833964879366256,0,261735.375
2015-01-01,-0.39700468426990526,-1.3998045707688715,-1.3998045707688715,0.24904161072405032,0.02244379556292387,0.4970303304812683,0.05884249079350817,0,-0.14480118761142954,0.2960013733025451,0.19757550662332798,-0.118401512926991,0.14084531211785345,1,0.4113891236498916,1,244780.0
2015-02-01,-0.39700468426990526,-1.4456611353921505,-1.4456611353921505,-0.4144392649051078,0.0849657974882117,-0.11882933238670508,-0.10507587641697864,0,-0.432192857679916,-0.3962956916929121,-0.4638360606135636,0.0626831539025248,-0.18227040391722168,1,-0.17661732010100054,0,206079.0625
2015-03-01,-0.3657784298109856,-0.7048068344024754,-0.7048068344024754,0.17532151343192162,0.2725318032640752,0.3122724316208763,0.38667922521448184,0,0.37250381851184605,0.22677166680299937,0.19757550662332798,0.787021821220588,0.4639610281529286,3,0.4113891236498916,1,233444.125
2015-04-01,0.12288792923462233,-0.26983683768143024,-0.26983683768143024,0.6913621944768223,0.21000980133878738,0.004342600186889595,0.38667922521448184,0,0.8898088246351216,0.43446078630163654,0.8589870738602196,0.6059371543910722,0.7870767441880038,3,0.32738820311404987,1,350480.1875
2015-05-01,-0.2661813920289232,-0.08019716042872004,-0.08019716042872004,1.1336827782295944,0.21000980133878738,-0.057243366099907746,0.38667922521448184,0,1.4071138307583972,1.334446970795731,1.2558340142023545,0.787021821220588,1.5625544626721841,2,0.9993955674007837,1,429645.84375
2015-06-01,0.13549287278845848,0.5741755564922283,0.5741755564922283,1.7971636538587525,0.14748779941349954,0.37385839790767367,0.38667922521448184,0,1.8094621688542782,1.8882846227920966,1.9172455814392462,0.42485248756155636,2.2087858947423347,1,1.6714029316875176,1,366250.5625
2015-07-01,-0.11549427823423043,1.0515348767509514,1.0515348767509514,-0.48815936219723643,-0.2901662140635153,-0.24200126496029978,-0.5968309780484391,0,-0.3172361896525214,-0.6039848111915493,-0.5961183740609419,-0.29948617975650677,-0.18227040391722168,1,-0.344619161172684,1,211949.96875
2015-08-01,1.4254151119553524,1.0775545266676734,1.0775545266676734,-0.8567598486578798,-0.3526882159888031,-0.7962749615414758,-0.7607493452589259,0,-0.834541195775797,-1.0885927566883693,-0.7284006875083202,-0.6616555134155384,-0.5053861199522969,2,-0.7646237638518927,0,256365.96875
2015-09-01,-0.39700468426990526,0.9388341996942081,0.9388341996942081,-0.5618794594893651,-0.22764421213822747,-0.6731030289678811,-0.2689942436274655,0,-0.14480118761142954,-0.5347551046920036,-0.33155374716618524,-0.6616555134155384,0.0115990257038234,1,-0.344619161172684,0,271123.53125
2015-10-01,-0.39700468426990526,0.2259479540100657,0.2259479540100657,-0.5618794594893651,-0.22764421213822747,-0.6731030289678811,-0.4329126108379523,0,-0.20227952162512683,-0.6732145176910951,-0.4638360606135636,-0.118401512926991,-0.11764726071020666,1,-0.5126210022443675,1,292993.21875
2015-11-01,-0.39700468426990526,-0.31458879452522576,-0.31458879452522576,-0.3407191676129791,-0.16512221021293963,-0.6115170626810839,-0.10507587641697864,0,-0.14480118761142954,-0.6732145176910951,-0.33155374716618524,0.0626831539025248,-0.18227040391722168,1,-0.4286200817085257,0,174344.875
2015-12-01,-0.39700468426990526,-0.8343988054204869,-0.8343988054204869,1.3548430701059804,0.02244379556292387,0.9897180607756471,0.38667922521448184,0,1.5220704987857918,1.1267578512970937,0.9912693873075978,0.42485248756155636,1.5625544626721841,2,0.9993955674007837,1,260637.6875
2016-01-01,-0.39700468426990526,-1.2551776605301124,-1.2551776605301124,0.17532151343192162,-0.22764421213822747,0.4970303304812683,-0.10507587641697864,0,0.37250381851184605,-0.11937686569472925,0.06529319317594967,-0.118401512926991,0.07622216891083843,2,-0.00861547902931707,1,254434.0
2016-02-01,-0.39700468426990526,-1.430257993578242,-1.430257993578242,-0.3407191676129791,-0.3526882159888031,-0.057243366099907746,-0.10507587641697864,0,0.027633814429662312,-0.46552539819245786,-0.33155374716618524,-0.118401512926991,-0.11764726071020666,2,-0.2606182406368423,0,213995.53125
2016-03-01,-0.28315147167727855,-0.7140425827809344,-0.7140425827809344,0.17532151343192162,-0.22764421213822747,-0.057243366099907746,-0.2689942436274655,1,0.6024171545666351,0.15754196030345366,-0.06698912027142864,0.2437678207320406,0.07622216891083843,2,0.32738820311404987,0,242544.0625
2016-04-01,-0.39700468426990526,0.15006753626943756,0.15006753626943756,0.765082291768951,-0.1026002082876518,-0.18041529867350242,0.38667922521448184,1,1.4645921647720945,0.7806093187993651,0.594422446965463,0.9681064880501038,1.1101924602230788,2,0.49539004418573335,1,337545.09375
2016-05-01,-0.39700468426990526,0.5003355947887019,0.5003355947887019,1.6497234592744952,-0.04007820636236396,0.18910049904728163,0.7145159596354554,1,2.384245508991251,1.6805955032934596,0.9912693873075978,1.1491911548796196,2.1441627515353194,2,1.1673974084724672,1,425727.421875
2016-06-01,-0.39700468426990526,0.8276830418836839,0.8276830418836839,1.8708837511508811,-0.16512221021293963,0.37385839790767367,0.05884249079350817,0,2.4992021770186454,1.611365796793914,1.2558340142023545,0.6059371543910722,2.079539608328304,2,1.3353992495441507,1,424303.78125
